c_reviews,label
thank you sangram for reviewing us we are humbled you inspire us to keep improving our service do follow us on facebook and instagram downtownfromdc and derniercrifromdc for latest offers and updates  more,1
"thank you for reviewing us we are humbled  pledge to keep up the good work
we would like to let you know that we are offering flat  off on everything this valentines week and it is applicable both for couples  singles we are also  more",1
it is unfortunate to hear this from you but yesterday itself we have got  star reviews from others hence we would to know what went wrong in your case do message us if found anything wrong from our side strict action will be taken hence rest assured and message us regarding your experience ,-1
god,1
"thank you mr manish for reviewing us we are humbled and we will keep up the good work we are glad you loved our place
please do follow us on facebook and instagram downtownfromdc and  more",1
thank you for reviewing us we would like to know which things dissatisfied you which prevented us from a higher rating hence please do message us we will make your experience much better next time  more,1
"thank you for reviewing us we are humbled  pledge to keep up the good work
we would like to let you know that we are offering flat  off on everything this valentines week and it is applicable both for couples  singles we are also  more",1
"thank you for reviewing us we are humbled  pledge to keep up the good work
we would like to let you know that we are offering flat  off on everything this valentines week and it is applicable both for couples  singles we are also  more",1
"thank you for reviewing us we are humbled  pledge to keep up the good work
we would like to let you know that we are offering flat  off on everything this valentines week and it is applicable both for couples  singles we are also  more",1
"thank you for reviewing us we are humbled  pledge to keep up the good work
we would like to let you know that we are offering flat  off on everything this valentines week and it is applicable both for couples  singles we are also  more",1
"thank you for reviewing us we are humbled  pledge to keep up the good work
we would like to let you know that we are offering flat  off on everything this valentines week and it is applicable both for couples  singles we are also  more",1
